name,sport,nationality,continent,year,event,feat,genre,image_name,info
Mariana Mesa,Tennis,Colombie,Amérique du Sud,2000,Double,Participation,Feminin,Mariana_Mesa_2020.jpeg,"Première tenniswoman colombienne à participer : Fabiola Zuluaga naît en 1979. Le tennis, elle l’apprend à y jouer dès son enfance. Entre 1989 et 1994, la joueuse remporte cinq titres nationaux consécutifs. Alors, la Colombienne décide de devenir professionnelle. Dès 1995, Fabiola décroche son premier challenger en simple. Elle doit attendre 1998, avant de gagner un tournoi en double. En 2000, la joueuse participe aux Jeux Olympiques sur les deux épreuves. Son meilleur résultat est un huitième de finale en simple. En 2004, Fabiola devient la première Colombienne à se glisser en demi-finale d’un master. Malheureusement, la joueuse ne repart pas avec le trophée. Cette même saison, la Colombienne participe de nouveau aux Jeux Olympiques. Fabiola n’a pas de meilleure résultat que lors de l’édition précédente. En 2005, elle annonce sa retraite sportive. A partir de 2019, Fabiola devient la capitaine de la sélection colombienne pour la Fed Cup. Encore aujourd’hui, dans son pays, elle est vue comme la meilleure tenniswoman de leur histoire - Palmarès : 5x Championne de Colombie, 5x Tournoi WTA en simple, 9x Tournoi ITF en simple, 2x Tournoi ITF en double "
Neyssa Etienne ,Tennis,Haïti,Amérique du Sud,2000,Individuel,Participation,Feminin,Neyssa-Etienne.jpeg,"Seule tenniswoman haïtienne à participer : Neyssa Etienne naît en 1983. Durant son enfance, elle apprend à jouer au tennis. Rapidement, sur le circuit junior, l’Haïtienne montre un grand potentiel. La joueuse y remporte 14 titres et s’est classée 25e mondiale en simple. Alors en 1999, Neyssa décide de devenir professionnelle. L'année suivante, elle participe au tournoi olympique en simple, mais perd dès son entrée sur les courts. En 2002, l’Haïtienne gagne son seul titre ITF en simple aux Etats-Unis. Il est suivi de deux titres en double. Après son début prometteur, la joueuse ne confirme pas ne gagnant plus aucun tournoi à partir de 2003. Alors en 2010, Neyssa annonce sa retraite sportive - Palmarès : 1x Tournoi ITF en simple, 2x Tournoi ITF en double"
María Alejandra Vento-Kabchi,Tennis,Vénézuela,Amérique du Sud,2000,Individuel;Double,Participation,Feminin,María-Alejandra-Vento-Kabchi.jpg,"Première tenniswoman vénézuélienne à participer - Palmarès : 2x Championne Panaméricaine, 1x Titre WTA en simple, 3x Titre WTA en double, 11x Titre ITF en simple, 18x Titre ITF en double"
Milagros Sequera Huss,Tennis,Vénézuela,Amérique du Sud,2000,Double,Participation,Feminin,Milagros_Sequera_2007_Australian_Open_womens_doubles_R1.jpeg,"Première tenniswoman vénézuélienne à participer - Palmarès : 1x Championne Panaméricaine, 4x Titre WTA en double, 7x Titre ITF en simple, 2x Titre ITF en double"
Manisha Malhotra,Tennis,Inde,Asie,2000,Double,Participation,Feminin,Manisha-Malhotra.jpg,"Première tenniswoman indienne à participer : Manisha Malhotra naît en 1976 à Bombay. C’est là-bas qu’elle découvre le tennis durant son enfance. En 1996, la joueuse décide de passer professionnelle. L’Indienne doit attendre l’année 1999 pour gagner ses premiers titres en simple et en double sur le circuit ITF. En 2000, Manisha prend part aux Jeux Olympiques pour l’épreuve du double. Elle perd dès le premier tour. En 2002, la joueuse gagne sa seule médaille internationale, l’argent aux Jeux Asiatiques. L’année suivante, l’Indienne remporte son dernier tournoi. En 2004, Manisha annonce sa retraite sportive - Palmarès : 1x Vice championne d’Asie, 5x Tournoi ITF en simple, 7x Tournoi ITF en double"
Nirupama Sanjeev,Tennis,Inde,Asie,2000,Double,Participation,Feminin,Nirupama-Sanjeev.jpg,"Première tenniswoman indienne à participer : Nirupama Sanjeev naît en 1976 en Inde. Dès l’âge de 5 ans, elle apprend à jouer au tennis sous l'influence de son frère. En 1989, la joueuse remporte son tout premier championnat national suivi cinq autres. En 1996, elle s’installe au Luxembourg pour se perfectionner avant de se lancer en professionnelle au cours d’année. Très vite, l’Indienne commence à gagner ses premier tournoi en simple. Alors en 1998, l’Open d’Australie lui offre une wildcard, devenant alors la première indienne de l’ère Open à prendre part à un Grand Chelem.  En 2000, Nirupama participe au tournoi olympique du double, où elle perd dès le premier tour. En 2002, la joueuse prend part à un seul tournoi à la suite d'une blessure au pouce. L’Indienne décide de prendre une pause du haut niveau. En 2009, Nirupama revient sur les courts mais ne performe pas. Alors, dès l’année suivante, elle arrête sa carrière sportive pour devenir commentatrice sportive puis entraîneur. En 2013, elle a écrit son autobiographie ""The Moonballer"" pour inspirer les futures tenniswomen de son pays - Palmarès : 2x Tournoi ITF en simple, 10x Tournoi ITF en double"
Iroda Tulyaganova,Tennis,Ouzbékistan,Asie,2000,Individuel,Participation,Feminin,Iroda_Tulyaganova_1.jpg,"Première tenniswoman ouzbék à participer - Palmarès : 1x Championne d’Asie, 1x Médaille de bronze aux Jeux Asiatiques, 3x Tournoi WTA en simple, 4x Tournoi WTA en double, 3x Tournoi ITF en simple, 4x Tournoi ITF en double"
Nathalie Du Toit,Natation eau vive,Afrique du Sud,Afrique,2008,10km,Participation,Feminin,nathalie-du-toit.jpeg,"Première nageuse sud africaine à participer - Première para nageuse à participer aux JO : Natalie naît en 1984 et, petite, elle regarde souvent son frère nager. Pourtant, juste l’idée de tremper ses pieds dans l'eau lui fait peur. Un jour, elle prend son courage à deux mains et plonge puis découvre sa passion ! Dès ses 14 ans, la nageuse commence les compétitions internationales en participant aux Jeux du Commonwealth. En 2001, Natalie a un grave accident de la route qui lui coûte sa jambe gauche, compliquant alors son rêve des JO. Neuf mois après, la nageuse plonge de nouveau dans les bassins. De 2002 à 2008, la Sud Africaine est imbattable sur les compétitions de para natation : 11 médailles paralympiques (dont neuf titres), 6 fois championne d’Afrique chez les valides, brise des records du monde… Durant cette période, Natalie se met à la natation en eau libre où elle brille également : un titre aux Championnats d’Afrique du Sud  et une quatrième place aux Mondiaux. Elle se qualifie alors pour les Jeux Olympiques, son plus grand rêve. Sur l’épreuve, Nathalie finit à une belle sixième place. La même année, la nageuse prend part aux Paralympiques glanant encore de nouvelles médailles. Entre 2009 et 2012, la Sud Africaine abandonne peu à peu l’eau libre. Natalie fait ses adieux au public aux Paralympiques de Londres en remportant trois nouveaux titres. Après s'être retirée de la compétition, elle est devenue ambassadrice du sport féminin et du para-sport, promouvant l'accessibilité et l'inclusion - Palmarès : 13x Championne paralympique, 2x Vice-championne paralympique, 6x Championne d’Afrique chez les valides, 2x Vice championne d’Afrique chez les valides, 1x Championne d'Afrique du sud en eau libre chez les valides, 1x Vice-championne d'Afrique du Sud"
Chloe Sutton,Natation eau vive,Etats-Unis,Amérique du Nord,2008,10km,Participation,Feminin,Chloe_Sutton.jpeg,"Première nageuse américaine à participer : Chloe Sutton naît en 1992 aux Etats-Unis. Lors de son cursus scolaire, elle découvre d’abord la natation en bassin puis en eau vive. En 2006, à 16 ans, la nageuse prend part à sa première compétition internationale, Championnats panpacifiques, où elle décroche deux médailles en bassin. L’année suivante, Chloe remporte l’or sur l’'épreuve de 10 kilomètres en eau libre lors des Jeux panaméricains. En 2008, l’Américaine prend naturellement part à la première épreuve en eau vive de l’histoire des Jeux. Elle finit à la 22e place. En 2009, la nageuse devient professionnelle participant dès lors à plusieurs championnats nationaux et internationaux. La nageuse y glane quelques médailles notamment trois nouvelles lors des Mondiaux en bassin. En 2012, Chloe participe de nouveau aux Jeux Olympiques en eau vive. Cette fois-ci, elle finit à une jolie dixième place. En 2015, après trois années sans succès, la nageuse de 23 ans annonce sa retraite sportive - Palmarès : 1x Vice champion du Monde, 1x Médaille de bronze aux Mondiaux; 1x Médaille de bronze aux Mondiaux en eau libre, 1x Championne Panaméricaine en eau libre, 1x Championne Pan Pacifique en eau libre, 1x Championne Pan Pacifique, 1x Vice championne Pan Pacifique"
Antonella Bogarín,Natation eau vive,Argentine,Amérique du Sud,2008,10km,Participation,Feminin,Antonella-Bogarín.jpg,"Première nageuse argentine à participer : Antonella Bogarín naît en 1991 en Argentine. La natation, elle le découvre durant son enfance. Au cours des entraînements, la nageuse se spécialise dans les épreuves en eau vive. En 2007, la nageuse prend part à l’épreuve test pour le marathon de 10km en eau vive. Antonella finit la course à la dixième place. En 2008, l’Argentine participe alors à l’épreuve officielle aux Jeux de Pékin. Sur cette course, elle finit avec difficulté à la vingt-quatrième. La nageuse a plus de 12 minutes de retard sur la vainqueur Larisa Ilchenko. A priori, selon World Aquatics, Antonella n’a plus participé à une compétition internationale de natation depuis 2008 - Palmarès : 5x Médaille d’argent à l'Ultra Marathon Swim Series"
Ana Marcela Cunha,Natation eau vive,Brésil,Amérique du Sud,2008;2021,10km,Participation;Titre,Feminin,Ana_Marcela_Cunha_em_2021.jpeg,"Première nageuse brésilienne à participer - Première nageuse brésilienne titrée : Ana Marcela Cunha est une nageuse brésilienne lesbienne née en 1992. Elle découvre très tôt la natation, soutenue par ses parents. Elle se spécialise plus tard dans les épreuves en eau vive. En 2005, la jeune nageuse se classe deuxième de la plus grande compétition du Brésil. Trois ans plus tard, Ana Marcela prend part aux Jeux Olympiques, où elle termine cinquième à seulement 16 ans. A partir de 2010, la Brésilienne se révèle être une adversaire très coriace aussi bien sur le 5km que le 25km. Jusqu’en 2020, elle a gagné cinq titres mondiaux, un titre panaméricain et quatre titres aux Championnats Sud-Américains. Pourtant, durant cette période, la nageuse n’arrive pas à se hisser sur le podium olympique. En 2012, Ana Marcela termine onzième puis en 2016, à domicile, elle finit à la dixième place. Aux Jeux de Tokyo, la Brésilienne fait partie des grandes favorites. A 29 ans,  la nageuse réalise son rêve en décrochant le titre olympique. Après cette compétition, Ana Marcela a attendu deux ans avant de glaner une nouvelle médaille internationale avec l’argent lors des Jeux Panaméricains - Palmarès : 1x Championne Olympique, 7x Championne du Monde, 2x Vice championne du Monde
8x Médaille de bronze aux Mondiaux, 1x Titre aux Jeux Mondiaux de la plage, 1x Championne Panaméricaine, 1x Vice championne Panaméricaine, 5x Championne d’Amérique du Sud, 1x Vice Championne d’Amérique du Sud, 1x Médaille de bronze aux Jeux d’Amérique du Sud, 1x Médaille de bronze aux Jeux Pan Pacifique"
Poliana Okimoto,Natation eau vive,Brésil,Amérique du Sud,2008;2016,10km,Participation;Médaille,Feminin,Poliana_Okimoto_Rio_2016.jpg,"Première nageuse brésilienne à participer - Première nageuse brésilienne en bronze : Poliana Okimoto naît en 1983 à Sao Paulo. Durant son enfance, elle s’inscrit dans un club de natation où elle se spécialise plus tard sur les épreuves en eau vive. En 2002, la nageuse prend part à ses premier Mondiaux de natation sur le 800m, sans succès. En 2005, la Brésilienne se consacre uniquement sur l’eau vive. Poliana gagne cette année-ci la Travessia Dos Fortes, la plus compétitive du Brésil. En 2007, elle termine avec l’argent aux Jeux Panaméricaine. Alors en 2008, elle fait partie des favorites aux JO. Poliana ne termine qu’à la septième place. Entre 2009 et 2015, la nageuse ne cesse de progresser en glanant sur son passage quelques médailles internationales dont un titre de championne du Monde en 2013. A Rio, lors des Jeux Olympique, la Brésilienne souhaite prendre sa revanche après sa disqualification à Londres (elle a connu une dépression après). Poliana la prend en finissant sur le podium avec la médaille de bronze. En 2017, la nageuse se voit contrainte d’arrêter la compétition par manque de soutien financier et surtout par le désir de devenir mère. En 2018; Poliana est intronisée au Hall of Fame de la natation en eau vive - Palmarès : 1x Médaille de bronze aux Jeux Olympiques, 1x Championne du Monde, 1x Vice championne du monde, 2x Médaille de bronze aux Mondiaux, 2x Vice championne Panaméricaine, 2x Médaille d’argent aux World Open Water championships"
Kristel Köbrich,Natation eau vive;Natation,Chili,Amérique du Sud,2004;2008;2021,400m nage libre;800m nage libre;1500m nage libre;10km,Participation,Feminin,Kristel_Kobrich.jpeg,"Première nageuses chilienne à participer : Kristel Köbrich est une nageuse chilienne née en 1985. Elle commence la natation dès son plus jeune âge. En 2003, elle entre dans l’histoire en devenant la première nageuse chilienne à gagner une médaille, le bronze, sur le 800m nage libre aux Jeux Panaméricains. L’année suivante, elle est la porte-drapeau de la délégation du Chili pour les Jeux d’Athènes. Kristel prend part aux épreuves du 400m et 800m sans succès. En 2007, elle devient la première nageuse chilienne à participer à une finale de Coupe du monde après avoir battu le record sud-américain. En 2008, Kristel prend part aux épreuves olympiques en bassin et en eau vive, toujours sans succès. Entre 2010 et 2020, la nageuse ne cesse de progresser notamment sur le 400m, le 800m et le 1500m. Durant cette période, la Chilienne gagne sept titres d’Amérique du Sud, cinq médailles aux Jeux Panaméricains… En 2021, Kristel participe de nouveau aux Jeux Olympiques. Elle participe à son premier 1500m olympique sans succès comme sur l’épreuve du 10km en eau vive. La Chilienne renoue avec les podiums dès l’année suivante lors des Jeux Sud-Américains. Aujourd'hui, Kristel n’a toujours pas pris sa retraite - Palmarès : 1x Championne Panaméricaine en bassin, 2x Vice championne Panaméricaine en bassin, 2x Médaille de bronze aux Jeux Panaméricains en bassin, 7x Championne Sud-Américaine en bassin, 1x Championne Sud-Américaine en eau vive, 8x Vice championne Sud-Américaine en bassin, 1x Médaille de bronze aux championnats Sud-Américains en bassin, 1x Médaille de bronze aux championnats Sud-Américains en eau vive, 1x Médaille de bronze aux Jeux du Pan Pacifique en bassin, 2x Titre aux Jeux Bolivariens en bassin, 3x Médaille d’argent aux Jeux Bolivariens en bassin, 2x Médaille de bronze aux Jeux Bolivariens en bassin"
Imelda Martínez,Natation eau vive,Mexique,Amérique du Nord,2008,10km,Participation,Feminin,Imelda-Martinez.jpeg,"Première nageuse mexicaine à participer : Imelda Martínez est une nageuse mexicaine née en 1982. Elle prend ses premiers cours lors de son enfance. Elle spécialise au cours des années sur les longues distances. En 2008, la nageuse prend part aux Jeux Olympiques sur l’épreuve en eau vive. Imelda finit la course  à la vingtième place, avec un temps de 2h01. La Mexicaine a plus deux minutes de retard sur la gagnante Larisa Ilchenko. Après cette course, il est possible qu’elle ait stoppé sa carrière, aucune source ne le précise. "
Andreína Pinto,Natation eau vive;Natation,Vénézuela,Amérique du Nord,2008;2012,800m nage libre;10km,Participation,Feminin,Andreina-Pinto.jpg,"Première nageuse vénézuélienne à participer - Première nageuse vénézuélienne en finale du 800m nage libre : Andreína Pinto est une nageuse vénézuélienne née en 1991. Elle commence la natation très jeune, pratiquant aussi bien les courtes que les longues distances. En 2006, elle gagne ses premières médailles internationales, le bronze et l’argent lors de différents Jeux continentaux. En 2008, elle participe à deux épreuves olympiques. Sur le 800m nage libre, la nageuse finit quatorzième et neuvième aux 10km eau vive. En 2009, Andreína bat les records nationaux du 200m, 400m, 800m et du 4x200m nage libre aux Mondiaux. A partir de 2010, elle fait partie des meilleures nageuses de son continent. En six années, la Vénézuélienne gagne huits titres aux Jeux Sud-Américains, dix titres aux Jeux Centraméricains… principalement en bassin (en papillon, en nage libre, en relais, en 4 nages). Durant cette période, Andreína participe à deux éditions des Jeux Olympiques sur diverses épreuves comme le 400m nage libre, le 200m papillon… D’ailleurs, la nageuse arrive une fois en finale à Londres sur la course du 800m. Depuis 2016, la Vénézuélienne a délaissé peu à peu la compétition - Palmarès : 2x Vice championne Panaméricaine en bassin, 3x Médaille de bronze aux Jeux Panaméricains, 6x Championne Sud Américaine en bassin, 2x Championne Sud Américaine en eau vive, 5x Vice championne Sud Américaine, 3x Médaille de bronze aux Jeux d’Amérique du Sud, 10x Championne d’Amérique Centrale, 2x Vice championne d’Amérique centrale, 5x Médaille de bronze aux Jeux Centraméricains et Caribéens"
Angela Maurer,Natation eau vive,Allemagne,Europe,2008,10km,Participation,Feminin,Angela_Maurer_IMG_8073_maurer_cut.jpeg,"Première nageuse allemande à participer : Angela Maurer est née en 1975 en Allemagne. Dès son enfance, elle s’inscrit dans un club de natation puis se spécialise uniquement sur les épreuves en eau vive. En 1996, la nageuse commence les compétitions à haut niveau. Dès l’année suivante, l’Allemande prend part aux Championnat d'Europe. En 1999, Angela glane sa première médaille international l’argent européen. A partir de 2002, elle devient de plus en plus régulière. D’ailleurs, cette année-ci, elle ne laisse aucune manche de coupe du monde à ses adversaires. Entre 2002 et 2007, la nageuse remporte septs médailles internationales, dont trois titres. Alors en 2008, Angela est parmi les favorites sur la nouvelle épreuve olympique en eau vive. Pour sa première tentative, l’Allemande loupe de peu le podium de peu en terminant quatrième. Après cet échec, la nageuse vise les Jeux suivants. Elle redouble d’efforts et glane de nombreux podiums internationaux. Arrivée en 2012 à Londres, Angela est de nouveau favorite mais échoue encore, cette fois à la cinquième place. L'Allemande met un terme à sa carrière en 2015, après avoir remporté le bronze aux Mondiaux. Depuis, Angela a été intronisée au Hall of Fame de la natation en eau vive - Palmarès : 2x Championne du Monde, 3x Vice championne du Monde, 4x Médaille de bronze aux Mondiaux, 2x Championne d’Europe, 4x Vice championne d’Europe, 4x Médaille de bronze aux championnats d’Europe, 8x Championne d’Allemagne"
Yanqiao Fang ,Natation eau vive,Chine,Asie,2008,10km,Participation,Feminin,Fang-Yanqiao.png,"Première nageuse chinoise à participer : Yanqiao Fang est une nageuse chinoise née en 1989. Elle prend ses premiers cours lors de son enfance. Elle spécialise au cours des années sur les longues distances. En 2008, la nageuse prend part aux Jeux Olympiques sur l’épreuve en eau vive. Yanqiao finit la course à la dix-neuvième place. Cette même année, la Chinoise prend part aux Mondiaux, où elle se classe douzième. En 2010, la nageuse gagne sa seule médaille internationale avec le bronze aux Mondiaux. Deux ans plus tard, elle participe de nouveau aux Jeux Olympiques. Malheureusement, Yanqiao est disqualifiée lors de la course. En 2015, elle prend sa retraite après avoir participé à une dernière coupe du Monde - Palmarès: 1x Médaille de bronze aux Mondiaux"
Yurema Requena Juarez,Natation eau vive,Espagne,Europe,2008,10km,Participation,Feminin,yurema-Requena-Juarez.jpg,"Première nageuse espagnole à participer : Yumera Raquena Juarez est une nageuse espagnole née en 1983. Elle prend ses premiers cours lors de son enfance. Elle spécialise au cours des années sur les longues distances. En 2008, la nageuse prend part aux Jeux Olympiques sur l’épreuve en eau vive. A la fin de l’épreuve, Yumera se classe à la treizième place. Durant cette année, elle gagne une médaille de bronze en Coupe du Monde. En 2009, l’Espagnole remporte le titre national après avoir nagé 1h59. Cette saison, la nageuse remporte sa seule manche de Coupe d’Europe. En 2013, Yumera participe à ses dernières courses après des années sans médailles internationales - Palmarès : 1x Championne d’Espagne, 1x Victoire en coupe d'Europe, 1x Médaille à l'Ultra Marathon Swim Series"
Aurélie Muller,Natation eau vive,France,Europe,2008,10km,Participation,Feminin,Aurelie_Muller_1.jpeg,"Première nageuse française à participer : Aurélie Muller naît en 1990 à Sarreguemines. Elle commence la natation durant son enfance. La nageuse se fait nom dans les catégories d'âge junior en remportant le titre mondial sur le 1500m puis le titre européen sur le 400m. En 2007, la Française se lance dans les épreuves en eau vive où elle performe très vite. L’année suivante, Aurélie participe à la nouvelle épreuve olympique en eau vive. Au final, elle se classe 21e de la course. Les deux saisons suivantes sont décevantes notamment lorsqu’elle manque de peu une médaille aux Championnats du monde. A partir de 2011, la machine Aurélie repart en glanant notamment l’argent aux Mondiaux sur le 5km, une première pour une Française. De 2012 à 2018, la nageuse performe au niveau international, enchaînant les podiums et les victoires. Pourtant, la Française est maudite aux Jeux Olympiques comme sa disqualification à Rio (pour avoir gêné une adversaire). Après un passage à vide, Aurélie brille de nouveau en 2022 en remportant l’Open de Martinique. Aujourd’hui, il est toujours possible de l’avoir sur les courses en eau vive - Palmarès : 3x Championne du Monde, 2x Vice championne du Monde, 1x Championne d’Europe"
Marianna Lymperta,Natation eau vive;Natation,Gréce,Europe,2004;2008,10km;4x200m nage libre,Participation,Feminin,300px-Marianna_Lymperta_bronze.jpg,"Première nageuse grecque à participer : Marianna Lymperta naît en 1979 en Grèce. C’est durant son enfance qu’elle prend ses premiers cours de natation, puis se spécialise dans les longues distances. En 2000, la nageuse prend part à ses premiers Jeux Olympiques sur l’épreuve du 800m, sans succès. L’année suivante, la Grecque remporte l’argent et le bronze respectivement sur le relais 4x200m et le 1500m. En 2004, Marianna prend part de nouveau aux Jeux Olympiques sur le 800m et le relais, toujours sans succès. Alors à partir de 2005, la nageuse décide peu à peu de concentrer sur les épreuves en eau vive. A Pékin, en 2008, la Grecque participe à la première épreuve olympique en eau vive de l’histoire. Pour une première, elle termine au milieu du classement avec une 11e place. Marianna doit attendre 2010 pour connaître ses premiers podiums internationaux, le bronze aux Mondiaux et championnat d’Europe. En 2012, la nageuse prend part à ses derniers Jeux, où elle finit en 21e position du 10km. Marianna prend sa retraite peu de temps après cette compétition - Palmarès : 1x Médaille de bronze aux Mondiaux en eau vive, 1x Médaille de bronze aux championnats d’Europe en eau vive, 1x Vice championne méditerranéenne en bassin, 2x Médaille de bronze aux Jeux Méditerranéens en bassin"
Martina Grimaldi,Natation eau vive,Italie,Europe,2008;2012,10km,Participation;Médaille,Feminin,Martina-Grimaldi.jpg,"Première nageuse italienne à participer - Première nageuse italienne en bronze : Martina Grimaldi est une nageuse italienne née en 1988. Elle découvre la natation dans sa jeunesse, se spécialisant rapidement sur les longues distances. En 2006, elle commence sa carrière internationale lors des Championnats d'Europe, où elle termine sur 5 km. En 2008, la nageuse gagne l’argent européen. Dans la foulée, l’Italienne participe à la première épreuve olympique en eau vive de l’histoire. Martina finit à la dixième place. A partir de 2010, l’Italienne devient au fur et à mesure une adversaire redoutable. En quatre saisons, elle gagne le bronze olympique, deux titres mondiaux et un titre européen. S’ensuit une période de creux, où la nageuse ne monte plus sur les podiums. Son dernier bon résultat est sa quatrième place aux Mondiaux de 2017. Martina sort des bassins en 2020 suite à des années de creux - Palmarès : 1x Médaille de bronze aux Jeux Olympiques, 1x Championne du Monde en bassin, 1x Championne du Monde en eau vive, 1x Vice championne du Monde en bassin, 1x Médaille de bronze aux Mondiaux en bassin, 3x Championne d’Europe, 1x Vice championne d’Europe, 2x Médaille de bronze aux championnats d’Europe, 6x Championne d’Italie "
Edith van Dijk,Natation eau vive,Pays-Bas,Europe,2008,10km,Participation,Feminin,Edith_van_Dijk_(2008-08-25).jpeg,"Première nageuse hollandaise à participer : Edith van Dijk naît en 1973 aux Pays-Bas. Elle  commence au club de natation DONK de Gouda. Dès 1990, la nageuse prend part à ses premières compétitions internationales. Après cinq ans à haut niveau, la Néerlandaise décroche la médaille d'argent sur la distance de 25 kilomètres aux championnats d'Europe. Ce podium est suivi par l’argent et le bronze aux Mondiaux de 1998. A partir de 2000, Edith est la nageuse à battre ! En cinq saisons elle glane notamment six titres mondiaux et deux titres européens. D’ailleurs, en 2003, elle a traversé la Manche en 8h02. En 2005, la Néerlandaise prend sa première retraite sportive. Edith apprend que le 10km en eau vive va intégrer les Jeux de 2008. Alors, de nouveau elle nage dans les compétitions internationales, gagnant l’argent aux mondiaux. Cette médaille lui permet de se qualifier pour les Jeux, une revanche sur de 2004 où elle avait échoué à participer aux 800m. A Pékin, Edith termine quatorzième de l’épreuve. Après cette compétition, elle met définitivement fin à sa carrière sportive - Palmarès : 6x Championne du Monde, 5x Vice championne du Monde, 4x Médaille de bronze aux Mondiaux, 2x Championne d’Europe, 2x Vice championne d’Europe"
Daniela Inácio,Natation eau vive,Portugal,Europe,2008,10km,Participation,Feminin,Daniela-Inacio.jpg,"Première nageuse portugaise à participer : Daniela Inácio est une nageuse portugaise née en 1989. Dès son enfance, elle apprend à nager dans un club local. Elle spécialise au cours des années sur les longues distances. En 2008, la nageuse prend part aux Jeux Olympiques sur l’épreuve en eau vive. Daniela termine la course à la 17e place, avec un temps de 2h04. En 2009, la Portugaise réalise son unique podium international, avec une troisième place à l’open Water Swimming au Mexique. Depuis 2010, la nageuse n’a plus pris part à une compétition à haut niveau - Palmarès : 1x Médaille de bronze à l’Open Water Swimming"
Jana Pechanová,Natation eau vive,République Tchéque,Europe,2008,10km,Participation,Feminin,Jana-Pechanova.jpg,"Première nageuse tchéque à participer : Jana Pechanová naît en 1981. Très jeune, elle participe à ses premiers entraînements de natation pour se spécialiser plus tard sur les longues distances. En 2000, elle prend part aux Championnat d’Europe en bassin et en eau vive. La nageuse glane l’argant, aux 400m, puis le bronze, au 800m et au 5km. En 2003, Jana gagne sa seule médaille des Mondiaux, il s’agit de l’argent aux 5km. L'année suivante, la Tchèque prend part à l’épreuve olympiques du 800m, où elle ne passe pas les séries. Alors à partir de 2005 et ceux jusqu’en 2016, la nageuse se concentre sur les courses en eau vive. Durant cette période, Jana gagne deux médailles de bronze aux Championnats d’Europe. Elle participe également à trois olympiades, se classant deux fois neuvième (2008 et 2012) et une fois dix-neuvième (2016). Après les Jeux de Rio, la Tchèque met un terme à sa carrière sportive - Palmarès : 1x Vice championne du Monde en eau vive,1x Vice championne d’Europe en bassin, 5x Médaille de bronze aux championnat d’Europe en eau vive, 1x Médaille de bronze aux championnat d’Europe en bassin, 1x Open Water Swimming Grand Prix"
Keri-Anne Payne,Natation eau vive,Royaume-Uni,Europe,2008,10km,Médaille,Feminin,20131207_Keri-Anne_Payne.jpeg,"Première nageuse britannique en argent : Keri-Anne Payne naît en 1987 et grandit à Johannesburg. A l’âge de 4 ans, elle prend ses premières leçons de natation. A 8 ans, l’enfant impressionne le directeur national de la fédération britannique lors d’un camp d'entraînement en Afrique du Sud. Alors, sa famille déménage aux Royaume-Uni. En 2002, Keri-Anne bat le record national du 800m. Quatre années plus tard, la nageuse gagne le bronze aux Jeux du Commonwealth. Après ce podium, la Britannique voit son soutien financier diminué et décide donc de passer en eau vive pour toucher un financement supplémentaire. En 2008, Keri-Anne impressionne ses adversaires en glanant l’argent aux Jeux Olympiques, sa première médaille sur cette discipline. Puis, la Britannique devient  championne du monde du 10 km en eau libre en 2009 et 2011. Ces performances lui permettent de prendre les départs sur la course olympique, où elle finit à une amère quatrième place. A partir de là, les résultats de la nageuse ne cessent de décevoir, un seul podium en cinq ans (à l’European Open Water Swimming). Alors en 2017, Keri-Anne annonce sa retraite pour devenir animatrice télé pour UKTV - Palmarès : 1x Vice championne olympique, 2x Championne du Monde en eau vive, 1x Championne d’Europe en bassin, 1x Médaille de bronze aux Jeux du Commonwealth en bassin, 1x European Open Water Swimming"
Larisa Ilchenko,Natation eau vive,Russie,Europe,2008,10km,Titre,Feminin,Larisa_Ilchenko_02.jpeg,"Première nageuse russe titrée : Larisa Ilchenko est une nageuse russe née en 1988. Elle commence les compétitions internationales au début des années 2000. A 16 ans, la Russe explose aux yeux du grand public en gagnant le titre mondial. C’est alors le début de son règne. De 2004 à 2008, Larisa enchaîne les accomplissements (titres mondiaux, podiums européens…) et est nommée nageuse de l'année en eau libre trois années de suite. Alors en aux Jeux de 2008, la Russe est logiquement la grande favorite. Ce statut, Larisa le respecte en s’imposant. Elle devient la première nageuse de l’histoire à gagner cette épreuve en eau vive. En 2010, elle annonce sa retraite sportive à la suite d'une blessure (en 2009) et d'une hypothermie aux Mondiaux. En 2012, Larisa Ilchenko est intronisée au Hall of Fame de la natation en eau vive - Palmarès : 1x Championne Olympique, 8x Championne du Monde, 1x Vice championne du Monde, 1x Médaille de bronze aux Mondiaux, 1x Médaille de bronze aux Championnats d’Europe"
Teja Zupan,Natation eau vive,Slovénie,Europe,2008,10km,Participation,Feminin,Teja-Zupan.jpeg,"Première nageuse slovéne à participer : Teja Zupan est une nageuse slovéne née en 1990. Dès son enfance, elle apprend à nager dans un club local. Elle spécialise au cours des années sur les longues distances. En 2008, la nageuse prend part aux Jeux Olympiques à la toute première épreuve en eau vive. Teja termine la course à la 10e place, avec un excellent temps de 1h59. La Slovène avait seulement 16 secondes de retard sur la gagnante Larisa Ilchenko. Après cette course, il est possible qu’elle ait stoppé sa carrière, aucune source ne le précise. "
