name,sport,nationality,continent,year,event,feat,genre,image_name,info
Viola Muir,Tir à l'arc,Canada,Amérique du Nord,1972,Individuel,Participation,Feminin,archery-1972.jpg,
Aurora Bretón,Tir à l'arc,Mexique,Amérique du Nord,1972,Individuel,Participation,Feminin,aurora-breton.jpeg,
Francisca de Gutierrez,Tir à l'arc,Mexique,Amérique du Nord,1972,Individuel,Participation,Feminin,archery-1972-2.jpg,
Silvia de Tapia,Tir à l'arc,Mexique,Amérique du Nord,1972,Individuel,Participation,Feminin,Silvia-de-Tapia.jpg,
Shue Meei-Shya,Tir à l'arc,Taiwan,Asie,1972,Individuel,Participation,Feminin,archery-1972-3.jpg,
Kim Ho-gyu,Tir à l'arc,Corée du Nord,Asie,1972,Individuel,Participation,Feminin,archery-1972-2.jpg,
Ju Chun-sam,Tir à l'arc,Corée du Nord,Asie,1972,Individuel,Participation,Feminin,archery-1972-4.jpg,
Kim Hyang-min,Tir à l'arc,Corée du Nord,Asie,1972,Individuel,Participation,Feminin,archery-1972-3.jpg,
Tjoeij Lin Alienilin,Tir à l'arc,Indonésie,Asie,1972,Individuel,Participation,Feminin,archery-1972.jpg,
Yoshiko Akiyama,Tir à l'arc,Japon,Asie,1972,Individuel,Participation,Feminin,Yoshiko-Akiyama.jpg,
Natjav Dariimaa,Tir à l'arc,Mongolie,Asie,1972,Individuel,Participation,Feminin,archery-1972-4.jpg,
Doljin Demberel,Tir à l'arc,Mongolie,Asie,1972,Individuel,Participation,Feminin,archery-1972-3.jpg,
Ursula Büschking,Tir à l'arc,Allemagne,Europe,1972,Individuel,Participation,Feminin,Ursula-Büschking.jpg,
Carla Nolpa,Tir à l'arc,Allemagne,Europe,1972,Individuel,Participation,Feminin,Carla-Nolpa.jpg,
Erna Rahbek Pedersen,Tir à l'arc,Danemark,Europe,1972,Individuel,Participation,Feminin,Erna-Rahbek-Pedersen.jpg,
Lilli Lentz,Tir à l'arc,Danemark,Europe,1972,Individuel,Participation,Feminin,Lilli-Lentz.jpg,
Maria Teresa Romero,Tir à l'arc,Espagne,Europe,1972,Individuel,Participation,Feminin,Maria-Teresa-Romero.jpg,
Herrad Frey,Tir à l'arc,France,Europe,1972,Individuel,Participation,Feminin,archery-1972.jpg,
Pierrette Dame,Tir à l'arc,France,Europe,1972,Individuel,Participation,Feminin,Pierrette-Dame.jpg,
Agnes Hamvas,Tir à l'arc,Hongrie,Europe,1972,Individuel,Participation,Feminin,archery-1972-2.jpg,
Nelly Wies-Weyrich,Tir à l'arc,Luxembourg,Europe,1972,Individuel,Participation,Feminin,archery-1972-4.jpg,
Brit Stav,Tir à l'arc,Norvége,Europe,1972,Individuel,Participation,Feminin,Brit-Stav.jpg,
Irena Szydłowska,Tir à l'arc,Pologne,Europe,1972,Individuel,Médaille,Feminin,Irena-Szydłowska.jpg,
Maj-Britt Johansson,Tir à l'arc,Suéde,Europe,1972,Individuel,Participation,Feminin,Maj-Britt-Johansson.jpg,
Anna-Lisa Berglund,Tir à l'arc,Suéde,Europe,1972,Individuel,Participation,Feminin,Bågskytte-Berglund_Anna-Lis.jpg,
Sally Svendelin,Tir à l'arc,Suisse,Europe,1972,Individuel,Participation,Feminin,Sally-Svendelin.jpg,
Emma Gapchenko,Tir à l'arc,URSS,Europe,1972,Individuel,Médaille,Feminin,Emma_Gapchenko_1972.jpg,
Terry Donovan,Tir à l'arc,Australie,Océanie,1972,Individuel,Participation,Feminin,Terry-Donovan.jpg,
Maria Medina,Tir à l'arc,Porto Rico,Amérique du Sud,1976,Individuel,Participation,Feminin,archery-1976.jpg,
Amornrat Kaewbaidhoon,Tir à l'arc,Thaïlande,Asie,1976,Individuel,Participation,Feminin,archery-1976.jpg,
Franca Capetta,Tir à l'arc,Italie,Europe,1976,Individuel,Participation,Feminin,Franca-Capetta.jpeg,
Ida Da Poian,Tir à l'arc,Italie,Europe,1976,Individuel,Participation,Feminin,Ida-Da-Poian.jpg,
Valentina Kovpan,Tir à l'arc,URSS,Europe,1976,Individuel,Médaille,Feminin,Valentina-Kovpan.jpg,
Arci Kempner,Tir à l'arc,Brésil,Amérique du Sud,1980,Individuel,Participation,Feminin,Arci-Kempner.jpg,
Tsvetanka Stoycheva,Tir à l'arc,Bulgarie,Europe,1980,Individuel,Participation,Feminin,archery-1980.jpg,
Päivi Meriluoto,Tir à l'arc,Finlande,Europe,1980,Individuel,Médaille,Feminin,Päivi-Meriluoto.jpg,
Hazel Greene,Tir à l'arc,Irlande,Europe,1980,Individuel,Participation,Feminin,Hazel-Greene.jpg,
Joanna Agius,Tir à l'arc,Malte,Europe,1980,Individuel,Participation,Feminin,Joanna-Agius.jpg,
Carry Van Gool-Floris,Tir à l'arc,Pays-Bas,Europe,1980,Individuel,Participation,Feminin,Carry-van-Gool-Floris.jpg,
Aurora Chin,Tir à l'arc,Roumanie,Europe,1980,Individuel,Participation,Feminin,archery-1980.jpg,
Terezia Preda,Tir à l'arc,Roumanie,Europe,1980,Individuel,Participation,Feminin,Terezia-Preda.jpg,
Zdeňka Padevětová,Tir à l'arc,Tchécoslovaquie,Europe,1980,Individuel,Participation,Feminin,Zdeňka-Padevětová.jpeg,
Jitka Dolejší,Tir à l'arc,Tchécoslovaquie,Europe,1980,Individuel,Participation,Feminin,archery-1980.jpg,
Keto Losaberidze,Tir à l'arc,URSS,Europe,1980,Individuel,Titre,Feminin,Keto_Losaberidze_1980.jpeg,
Anne Hübler,Patinage artistique,Allemagne,Europe,1908,Couple,Titre,Feminin,Anne_Hübler.jpg,
Elsa Rendshmidt,Patinage artistique,Allemagne,Europe,1908,Féminin,Médaille,Feminin,Elsa_Rendschmidt.jpg,
Madge Syers,Patinage artistique,Royaume-Uni,Europe,1908,Féminin,Titre,Feminin,Madge_Syers.jpg,
Elna Montgomery,Patinage artistique,Suéde,Europe,1908,Féminin,Participation,Feminin,Elna_Montgomery.jpg,
Theresa Weld,Patinage artistique,Etats-Unis,Amérique du Nord,1920,Couple;Féminin,Participation;Médaille,Feminin,Theresa_Weld.jpg,
Georgette Herbos,Patinage artistique,Belgique,Europe,1920,Couple,Participation,Feminin,Georgette_Herbos.jpg,
Ludowika Jakobsson,Patinage artistique,Finlande,Europe,1920,Couple,Titre,Feminin,Ludowika_Jakobsson.jpg,
Simone Sabouret,Patinage artistique,France,Europe,1920,Couple,Participation,Feminin,Simone_Sabouret.jpg,
Alexia Bryn,Patinage artistique,Norvége,Europe,1920,Couple,Médaille,Feminin,Alexia_Bryn.jpg,
Ingrid Gulbrandsen,Patinage artistique,Norvége,Europe,1920,Féminin,Participation,Feminin,Ingrid_Guibrandsen.jpg,
Madga Julin,Patinage artistique,Suéde,Europe,1920,Féminin,Titre,Feminin,Magda_Julin.jpg,
Sonam Chuki,Tir à l'arc,Bhoutan,Asie,1984,Individuel,Participation,Feminin,Sonam_Chuki.jpg,
Rinzi Lham,Tir à l'arc,Bhoutan,Asie,1984,Individuel,Participation,Feminin,archery-1984.jpg,
Karma Chhoden,Tir à l'arc,Bhoutan,Asie,1984,Individuel,Participation,Feminin,archery-1984-2.jpg,
Li Lingjuan,Tir à l'arc,Chine,Asie,1984,Individuel,Médaille,Feminin,Li-Lingjuan.jpg,
Seo Hyang-Soon,Tir à l'arc,Corée du Sud,Asie,1984,Individuel,Titre,Feminin,Seo-Hyang-soon.jpeg,
Macy Lau,Tir à l'arc,Hong Kong,Asie,1984,Individuel,Participation,Feminin,archery-1984-2.jpg,
Ng Wing-Nga,Tir à l'arc,Hong Kong,Asie,1984,Individuel,Participation,Feminin,archery-1984.jpg,
Wong-Lau So Han,Tir à l'arc,Hong Kong,Asie,1984,Individuel,Participation,Feminin,archery-1984-2.jpg,
Mario Jones Farquhar,Tennis,Etats-Unis,Amérique du Nord,1900,Individuel;Double mixte,Médaille,Feminin,Marion_Jones_Farquhar.jpg,
Yvonne Prévost,Tennis,France,Europe,1900,Individuel;Double mixte,Médaille,Feminin,Yvonne_Prévost.jpg,
Hedwig Rosenbaum,Tennis,Bohême,Europe,1900,Individuel;Double mixte,Médaille,Feminin,Hedwig_Rosenbaum.jpg,
Charlotte Cooper,Tennis,Royaume-Uni,Europe,1900,Individuel;Double mixte,Titre,Feminin,Charlotte_Cooper.jpg,
Frida Pietrzykowski,Tennis,Autriche,Europe,1908,Individuel,Participation,Feminin,tennis-1908.jpg,
Emmy Mattuch,Tennis,Autriche,Europe,1908,Individuel,Participation,Feminin,tennis-1908-2.jpeg,
Marie Amende,Tennis,Autriche,Europe,1908,Individuel,Participation,Feminin,tennis-1908.jpg,
Katalin Cséry,Tennis,Hongrie,Europe,1908,Individuel,Participation,Feminin,Katalin-Cséry.jpg,
Margit Madrasz,Tennis,Hongrie,Europe,1908,Individuel,Participation,Feminin,lossless-page1-1200px-MargitMadarasz1908.png,
Gwendoline Eastlake-Smith,Tennis,Royaume-Uni,Europe,1908,Individuel intérieur,Titre,Feminin,Gwendoline_Eastlake-Smith.jpg,
Elsa Wallenger,Tennis,Suéde,Europe,1908,Individuel intérieur,Médaille,Feminin,Elsa_Wallenberg.jpg,
Dora Köring,Tennis,Allemagne,Europe,1912,Individuel;Double,Titre;Médaille,Feminin,Dora_Köring.jpg,
Sofie Castenschiold,Tennis,Danemark,Europe,1912,Individuel intérieur;Double intérieur,Participation;Médaille,Feminin,Sofie-Castenschiold.jpg,
Marguerite Broquedis,Tennis,France,Europe,1912,Individuel;Double,Médaille,Feminin,Marguerite_Broquedis.JPG,
Marie Decugis,Tennis,France,Europe,1912,Individuel intérieur;Double intérieur,Participation,Feminin,Marie_Decugis.jpg,
Valdborg Bjurstedt,Tennis,Norvége,Europe,1912,Double mixte,Participation,Feminin,Valborg_Bjurstedt.jpg,
Molla Bjurstedt,Tennis,Norvége,Europe,1912,Individuel intérieur;Double intérieur,Participation;Médaille,Feminin,Molla_Bjurstedt.jpg,
Edith Hannam,Tennis,Royaume-Uni,Europe,1912,Double intérieur,Participation,Feminin,330px-1912_Edith_Hannam,
Edith Armheim,Tennis,Suéde,Europe,1912,Double intérieur,Participation,Feminin,Edith_Arnheim.jpg,
Sigrid Fick,Tennis,Suéde,Europe,1912;1920,Individuel;Double;Double intérieur,Participation;Médaille,Feminin,Sigrid_Fick.jpg,
Hélène De Pourtalès,Voile,Suisse,Europe,1900,1 – 2 tonneaux - Course 1,Titre,Feminin,Helene_de_Pourtales.jpg,
Ella Maillart,Voile,Suisse,Europe,1924,6m,Participation,Feminin,Ella_Maillart.jpg,
Virgine Hériot,Voile,France,Europe,1924,8m,Titre,Feminin,Virginie_Hériot.jpg,
Karen Johnson,Voile,Canada,Amérique du Nord,1988,470,Participation,Feminin,Karen-Johnson.jpeg,
Gail Johnson,Voile,Canada,Amérique du Nord,1988,470,Participation,Feminin,sailing-1988.JPG,
Allison Jolly,Voile,Etats-Unis,Amérique du Nord,1988,470,Titre,Feminin,allison-jolly.jpg,
Lynne Jewell,Voile,Etats-Unis,Amérique du Nord,1988,470,Titre,Feminin,Lynne-Jewell.jpg,
Cinthia Knoth,Voile,Brésil,Amérique du Sud,1988,470,Participation,Feminin,Cinthia-Knoth.jpg,
Márcia Pellicano,Voile,Brésil,Amérique du Sud,1988;1992,470,Participation,Feminin,Márcia-Pellicano.jpg,
Eliane Fierro,Voile,Mexique,Amérique du Nord,1988,470,Participation,Feminin,sailing-1988.JPG,
Tania Fierro,Voile,Mexique,Amérique du Sud,1988,470,Participation,Feminin,sailing-1988.JPG,
Chen Ruili,Voile,Chine,Amérique du Sud,1988,470;Europe,Participation,Feminin,sailing-1988-2.JPG,
Chen Xiumei,Voile,Chine,Amérique du Sud,1988,470,Participation,Feminin,sailing-1988-2.JPG,
Kim Hye-suk,Voile,Corée du Sud,Amérique du Sud,1988,470,Participation,Feminin,sailing-1988-3.jpg,
Han Jeong-mi,Voile,Corée du Sud,Amérique du Sud,1988,470,Participation,Feminin,sailing-1988-3.jpg,
Keiko Nogami ,Voile,Japon,Amérique du Sud,1988,470,Participation,Feminin,sailing-1988.JPG,
Aiko Saito,Voile,Japon,Amérique du Sud,1988,470,Participation,Feminin,Aiko-Saito.jpg,
Susanne Bauckholt,Voile,Allemagne,Europe,1988,470,Participation,Feminin,Susanne-Bauckholt.jpg,
Katrin Adlkofer,Voile,Allemagne,Europe,1988,470,Participation,Feminin,Katrin-Adlkofer.jpeg,
Susanne Theel,Voile,Allemagne,Europe,1988,470,Participation,Feminin,Susanne-Theel.jpg,
Silke Preuß,Voile,Allemagne,Europe,1988,470,Participation,Feminin,Silke-Preuß.jpg,
Mette Munch,Voile,Danemark,Europe,1988,470,Participation,Feminin,sailing-1988-2.JPG,
Lone Sørensen,Voile,Danemark,Europe,1988,470,Participation,Feminin,sailing-1988-2.JPG,
Inge Trine Elvstrøm-Myralf ,Voile,Danemark,Europe,1988,Tornado,Participation,Feminin,Inge-Trine-Elvstrøm-Myralf.jpg,
Adelina González,Voile,Espagne,Europe,1988,470,Participation,Feminin,sailing-1988-3.jpg,
Patricia Guerra,Voile,Espagne,Europe,1988;1992,470,Participation;Titre,Feminin,sailing-1988-3.jpg,
Cristina De Borbón,Voile,Espagne,Europe,1988,Tornado,Participation,Feminin,Cristina-de-Borbón.jpg,
Bettina Lemström,Voile,Finlande,Europe,1988,470,Participation,Feminin,Bettina-Lemström.jpg,
Annika Lemström,Voile,Finlande,Europe,1988,470,Participation,Feminin,Annika-Lemström.jpg,
Florence Lebrun,Voile,France,Europe,1988,470,Participation,Feminin,Florence-Lebrun.jpg,
Sophie Berge,Voile,France,Europe,1988,470,Participation,Feminin,Sophie-Berge.jpg,
Cathy MacAleavey,Voile,Irlande,Europe,1988,470,Participation,Feminin,Cathy-MacAleavey.jpg,
Aisling Byrne-Bowman,Voile,Irlande,Europe,1988,470,Participation,Feminin,Aisling-Byrne-Bowman.jpg,
Anna Bacchiega,Voile,Italie,Europe,1988,470,Participation,Feminin,Anna-Bacchiega.jpg,
Nives Monico,Voile,Italie,Europe,1988,470,Participation,Feminin,sailing-1988.JPG,
Henny Vegter,Voile,Pays-Bas,Europe,1988,470,Participation,Feminin,sailing-1988-2.JPG,
Marion Bultman,Voile,Pays-Bas,Europe,1988,470,Participation,Feminin,sailing-1988-2.JPG,
Marie Storms,Tennis,Belgique,Europe,1920,Double;Double mixte;Individuel,Participation,Feminin,tennis-1920.jpg,
Fernande Arendt,Tennis,Belgique,Europe,1920,Double;Individuel,Participation,Feminin,tennis-1920-2.jpeg,
Marguerite Chaudoir,Tennis,Belgique,Europe,1920,Double mixte,Participation,Feminin,marguerite-chaudoir.jpg,
Anne De Borman,Tennis,Belgique,Europe,1920,Double,Participation,Feminin,Anne_de_borman.jpg,
Elsebeth Brehm,Tennis,Danemark,Europe,1920,Double,Participation,Feminin,tennis-1920.jpg,
Amory Hansen,Tennis,Danemark,Europe,1920,Double;Double mixte,Participation,Feminin,tennis-1920-2.jpeg,
Lili Rospide,Tennis,Espagne,Europe,1920,Double mixte,Participation,Feminin,tennis-1920-3.jpg,
Francisca Subirana Wolf,Tennis,Espagne,Europe,1920,Double mixte,Participation,Feminin,Francisca_Subirana-Wolf.jpg,
Debbie Jarvis,Voile,Royaume-Uni,Europe,1988,470,Participation,Feminin,Debbie Jarvis.jpeg,
Sue Hay-Carr,Voile,Royaume-Uni,Europe,1988,470,Participation,Feminin,Sue-Hay-Carr.jpg,
Marit Söderström,Voile,Suéde,Europe,1988,470,Médaille,Feminin,Marit-Söderström.jpg,
Birgitta Bengtsson,Voile,Suéde,Europe,1988,470,Médaille,Feminin,Birgitta-Bengtsson.jpg,
Larisa Moskalenko,Voile,URSS,Europe,1988,470,Médaille,Feminin,Larisa-Moskalenko.jpg,
Iryna Chunykhovska,Voile,URSS,Europe,1988,470,Médaille,Feminin,sailing-1988-3.jpg,
Nicky Bethwaite,Voile,Australie,Océanie,1988,470,Participation,Feminin,Nicky-Bethwaite.jpg,
Karyn Davis,Voile,Australie,Océanie,1988,470,Participation,Feminin,Karyn-Davis.jpg,
Fiona Galloway,Voile,Nouvelle-Zélande,Océanie,1988,470,Participation,Feminin,Fiona-Galloway.JPG,
Jan Shearer,Voile,Nouvelle-Zélande,Océanie,1988,470,Participation,Feminin,Jan-Shearer.jpeg,
Marie Menage,Voile,Maurice,Afrique,1992,Lechner A-390,Participation,Feminin,planche-1992.jpg,
Caroll-Ann Alie,Voile,Canada,Amérique du Nord,1992,Lechner A-390,Participation,Feminin,Caroll-Ann-Alie.pgn,
Shona Moss,Voile,Canada,Amérique du Nord,1992,Europe,Participation,Feminin,Shona-Moss.jpeg,
Lanee Butler,Voile,Etats-Unis,Amérique du Nord,1992,Lechner A-390,Participation,Feminin,Lanee-Butler.jpg,
Julia Trotman,Voile,Etats-Unis,Amérique du Nord,1992,Europe,Médaille,Feminin,Julia-Trotman.jpg,
Karen Portch,Voile,Antiga et Barbuda,Amérique du Sud,1992,Europe,Participation,Feminin,Karen-Portch.jpg,
Paola Vittoria,Voile,Antiga et Barbuda,Amérique du Sud,1992,Star,Participation,Feminin,Paola-Vittoria.jpg,
Elisabeth de Waard,Voile,Antilles Hollandaises,Amérique du Sud,1992,Lechner A-390,Participation,Feminin,planche-1992.jpg,
María Espínola,Voile,Argentine,Amérique du Sud,1992,Lechner A-390,Participation,Feminin,María-Espínola.pgn,
Gisela Williams,Voile,Argentine,Amérique du Sud,1992,Europe,Participation,Feminin,sailing-1992.png,
Paula Lewin,Voile,Bermudes,Amérique du Sud,1992,Europe,Participation,Feminin,Paula-Lewin.jpg,
Christina Forte,Voile,Brésil,Amérique du Sud,1992,Lechner A-390,Participation,Feminin,Christina-Forte.jpg,
Marissa Maurin,Voile,Chili,Amérique du Sud,1992,Europe,Participation,Feminin,Marissa-Maurin.jpg,
Lisa Neuburger,Voile,Iles Vierges Américaines,Amérique du Nord,1992,Lechner A-390,Participation,Feminin,Lisa-Neuburger.jpg,
Lucía Martínez ,Voile,Porto Rico,Amérique du Sud,1992,Lechner A-390,Participation,Feminin,planche-1992.jpg,
Zhang Xiaodong,Voile,Chine,Asie,1992,Lechner A-390,Médaille,Feminin,planche-1992.jpg,
Zhang Shunfang,Voile,Chine,Asie,1992,Europe,Participation,Feminin,sailing-1992.png,
Linda Yeomans,Voile,Guam,Asie,1992,Lechner A-390,Participation,Feminin,linda-yeomans.jpg,
Lee Lai Shan,Voile,Hong Kong,Asie,1992,Lechner A-390,Participation,Feminin,Lee_Lai_Shan.jpg,
Christ'l Smet,Voile,Belgique,Europe,1992,Lechner A-390,Participation,Feminin,Christ'l-Smet.JPG,
Min Dezillie,Voile,Belgique,Europe,1992,Europe,Participation,Feminin,Min-Dezillie.jpg,
Dorte Jensen,Voile,Danemark,Europe,1992,Europe,Participation,Feminin,Dorte-Jensen.jpg,
Theresa Zabell,Voile,Espagne,Europe,1992,470,Titre,Feminin,theresa-zabell-interior.jpg,
Natalia Vía Dufresne,Voile,Espagne,Europe,1992,Europe,Médaille,Feminin,Natalia_Vía_Dufresne_2011.jpg,
Mireia Casas,Voile,Espagne,Europe,1992,Lechner A-390,Participation,Feminin,planche-1992.jpg,
Krista Kruuv,Voile,Estonie,Europe,1992,Europe,Participation,Feminin,Krista-Kruuv.jpg,
Chita Smedberg,Voile,Finlande,Europe,1992,Europe,Participation,Feminin,Chita-Smedberg.jpg,
Annabel Chaulvin,Voile,France,Europe,1992,Europe,Participation,Feminin,Annabel-Chaulvin.jpg,
Maud Herbert,Voile,France,Europe,1992,Lechner A-390,Participation,Feminin,Maud-Herbert.jpg,
Krisztina Bácsics,Voile,Hongrie,Europe,1992,Europe,Participation,Feminin,Krisztina-Bácsics.jpg,
Denise Lyttle,Voile,Irlande,Europe,1992,Europe,Participation,Feminin,denise-lyttle.jpg,
Arianna Bogatec,Voile,Italie,Europe,1992,Europe,Participation,Feminin,Arianna-Bogatec.jpg,
Alessandra Sensini,Voile,Italie,Europe,1992,Lechner A-390,Participation,Feminin,Alessandra-Sensini.jpg,
Ilona Dzelme,Voile,Lettonie,Europe,1992,Lechner A-390,Participation,Feminin,Ilona-Dzelme.jpg,
Linda Andersen,Voile,Norvége,Europe,1992,Europe,Titre,Feminin,Linda-Andersen.jpg,
Jorunn Horgen,Voile,Norvége,Europe,1992,Lechner A-390,Participation,Feminin,Jorunn-Horgen.jpg,
Dorien de Vries,Voile,Pays-Bas,Europe,1992,Lechner A-390,Médaille,Feminin,Dorien-de-Vries,
Martine van Leeuwen,Voile,Pays-Bas,Europe,1992,Europe,Participation,Feminin,sailing-1992.png,
Joanna Burzyńska,Voile,Pologne,Europe,1992,Europe,Participation,Feminin,Joanna-Burzyńska.jpg,
Julie Heldman,Tennis,Etats-Unis,Amérique du Nord,1968,Double exhibition,Médaille,Feminin,Julie_Heldman_1969.jpg,
Suzana Petersen,Tennis,Brésil,Amérique du Sud,1968,Individuel;Double;Individuel exhibitbion;Double exhibition;Double mixte exhibition,Médaille,Feminin,Suzana-Petersen.jpg,
Ana Marie Ycaza,Tennis,Equateur,Amérique du Sud,1968,Double;Double mixte;Individuel,Participation,Feminin,Ana-María-Ycaza.jpg,
Maria Eugenia Guzman,Tennis,Equateur,Amérique du Sud,1968,Individuel;Double;Individuel exhibitbion;Double exhibition;Double mixte exhibition,Participation;Médaille,Feminin,Maria-Eugenia-Guzman.jpg,
Rosa Maria Darmon,Tennis,France,Europe,1968,Double exhibition,Médaille,Feminin,Rosa-María-Reyes-Darmon.jpg,
Patricia Montano,Tennis,Mexique,Amérique du Sud,1968,Double;Double mixte,Participation,Feminin,tennis-1968.jpg,
Patricia Montano,Tennis,Mexique,Amérique du Sud,1968,Double;Double mixte;Double exhibition,Participation;Médaille,Feminin,tennis-1968-2.jpg,
Susana Zenes,Tennis,Mexique,Amérique du Sud,1968,Double mixte ,Participation,Feminin,tennis-1968.jpg,
Lourdes Gongora,Tennis,Mexique,Amérique du Sud,1968,Individuel;Double;Individuel exhibitbion;Double exhibition;Double mixte exhibition,Participation;Médaille,Feminin,tennis-1968-2.jpg,
Zaiga Jansone,Tennis,URSS,Europe,1968,Individuel;Double exhibition;Double mixte exhibition,Participation;Médaille;Titre,Feminin,Zaiga-Jansone.jpg,
Edda Buding,Tennis,Allemagne,Europe,1968,Double,Titre,Feminin,edda-budding.jpg,
Helga Niessen,Tennis,Allemagne,Europe,1968,Double;Double mixte,Titre;Médaille,Feminin,Helga_Niessen-Masthoff_1965.jpg,
Jill Hetherington-Hultquist,Tennis,Canada,Amérique du Nord,1984;1988,Individuel;Double,Participation,Feminin,Jill-Hetherington-Hultquist.jpg,
Marianne Groat,Tennis,Canada,Amérique du Nord,1984,Individuel,Participation,Feminin,Marianne-Groat.jpg,
Mercedes Pas,Tennis,Argentine,Amérique du Sud,1984;1988,Individuel;Double,Participation,Feminin,mercedes-paz.jpg,
Laura Arraya,Tennis,Pérou,Amérique du Sud,1984,Individuel,Participation,Feminin,lucia-arraya.jpg,
Gigi Fernandez,Tennis,Porto Rico,Amérique du Sud,1984,Individuel,Participation,Feminin,Gigi_Fernández_2009_US_Open_01.jpeg,
Susanna Lee,Tennis,Corée du Sud,Asie,1984,Individuel,Participation,Feminin,tennis-1984,
Patricia Hy-Boulais,Tennis,Hong Kong,Asie,1984,Individuel,Participation,Feminin,Patricia-Hy-1-scaled.jpg,
Etsuko Inoue,Tennis,Japon,Asie,1984;1988,Individuel;Double,Participation,Feminin,estuko-inoue.jpg,
Akiko Kijimuta,Tennis,Japon,Asie,1984,Individuel,Participation,Feminin,Akiko-Kijimuta.png,
Hsu Mei-Chu,Tennis,Taiwan,Asie,1984,Individuel,Participation,Feminin,tennis-1984,
Raffaela Reggi,Tennis,Italie,Europe,1984,Individuel,Participation,Feminin,Raffaella_Reggi_-_1984.jpg,
Simone Schilder,Tennis,Pays-Bas,Europe,1984,Individuel,Participation,Feminin,Simone_Schilder_tennisles_Heemskerk.jpeg,
Lilian Drescher Kelaidis ,Tennis,Suisse,Europe,1984,Individuel,Participation,Feminin,Lilian-Drescher.jpg,
Sabrina Goleš ,Tennis,Yougoslavie,Europe,1984,Individuel,Médaille,Feminin,sabrina-goles.jpg,
Petra Hubert,Tennis,Yougoslavie,Europe,1984,Individuel,Participation,Feminin,Petra-Huber.jpg,
Elizabeth Minter,Tennis,Australie,Océanie,1984,Individuel,Participation,Feminin,Elizabeth-Minter.png,
Warda Bachabou,Tennis,Algérie,Afrique,1988,Individuel,Participation,Feminin,warda-bouchabou.jpg,
Julia Muir,Tennis,Zimbabwe,Afrique,1988;1992,Individuel;Double,Participation,Feminin,tennis-1988.jpg,
Carling  Bassett-Seguso ,Tennis,Canada,Amérique du Nord,1988,Double,Participation,Feminin,Carling_Bassett.jpg,
Gabriela Sabatini,Tennis,Argentine,Amérique du Sud,1988,Individuel;Double,Participation;Médaille,Feminin,Gabriela_Sabatini_US_Embassy_in_Argentina_cropped.jpeg,
Yayuk Basuki,Tennis,Indonésie,Asie,1988;1992,Individuel;Double,Participation,Feminin,yayuk-basuki.jpg,
Ilana Berger,Tennis,Israël,Asie,1988,Individuel,Participation,Feminin,ilana-berger.jpeg,
Kumiko Okamoto,Tennis,Japon,Asie,1988,Double,Participation,Feminin,Kumiko-Okamoto.jpg,
Katerina Georgieva Maleeva,Tennis,Bulgarie,Europe,1988,Double,Participation,Feminin,Katerina-Maleeva.jpg,
Manuela Maleeva-Fragnière,Tennis,Bulgarie;Suisse,Europe,1988;1992,Individuel;Double,Participation;Médaille,Feminin,Manuela-Maleeva.jpg,
Regina Rajchrtova,Tennis,Tchécoslovaquie,Europe,1988,Individuel,Participation,Feminin,Regina-Rajchrtová.jpg,
Jana Novotná ,Tennis,Tchécoslovaquie,Europe,1988;1996,Individuel;Double,Participation;Médaille,Feminin,Jana_Novotna_1996.jpeg,
Elena Suková ,Tennis,Tchécoslovaquie,Europe,1988,Individuel;Double,Participation,Feminin,Helena_Suková_(Wimbledon_2009).jpeg,
Elizabeth Smylie,Tennis,Australie,Océanie,1988,Double,Participation,Feminin,Elizabeth-Smylie.jpeg,
Wendy Turnbull,Tennis,Australie,Océanie,1988,Double,Participation,Feminin,Wendy-Turnbull.jpeg,
Belinda Jane Cordwell,Tennis,Nouvelle-Zélande,Océanie,1988,Individuel,Participation,Feminin,Belinda-Cordwell.jpg,
Amanda Coetzer,Tennis,Afrique du Sud,Afrique,1992,Individuel,Participation,Feminin,Amanda_Coetzer_French_Open_2000_(cropped)_(cropped).jpeg,
Mariaan De Swardt,Tennis,Afrique du Sud,Afrique,1992,Individuel;Double,Participation,Feminin,Mariaan-De-Swardt.jpeg,
Elna Reinach,Tennis,Afrique du Sud,Afrique,1992,Individuel;Double,Participation,Feminin,Elna-Reinach.jpg,
Natacha Randriantefy,Tennis,Madagascar,Afrique,1992,Double,Participation,Feminin,Natacha-Randriantefy.jpg,
Dally Randriantefy,Tennis,Madagascar,Afrique,1992,Individuel;Double,Participation,Feminin,dally-randriantefy-tennis.jpg,
Sally-Anne McDonald,Tennis,Zimbabwe,Afrique,1992,Individuel,Participation,Feminin,tennis-92-gasparzaldo.jpg,
Paulina Sepúlveda,Tennis,Chili,Amérique du Sud,1992,Individuel,Participation,Feminin,Paulina Sepúlveda.jpg,
Rossana De los Rios,Tennis,Paraguay,Amérique du Sud,1992,Double,Participation,Feminin,Rossana_de_los_Rios_hitting_ball_Albuquerque_2008.jpeg,
Larissa Schaerer,Tennis,Paraguay,Amérique du Sud,1992,Double,Participation,Feminin,Larissa-Schaerer.jpg,
Leila Meskhi,Tennis,Géorgie,Asie,1992,Individuel;Double,Participation;Médaille,Feminin,Leila-Meskhi.jpg,
Suzanna Wibowo,Tennis,Indonésie,Asie,1992,Double,Participation,Feminin,Suzanna-Wibowo.jpg,
