name,sport,nationality,continent,year,event,feat,genre,image_name,info
Pornanong Phatlum,Golf,Thaïlande,Asie,2016,Individuel,Participation,Feminin,pornanong_phatlum.jpg,"Première golfeuse thaïlandaise à participer

Pornanong Phatlum naît en 1989 en Thaïlande. Dans sa jeunesse, elle se met au golf. En 2009, elle fait ses grands débuts sur le Ladies Asian Golf Tour. Dès sa première saison là-bas, elle remporte le Hong Kong Ladies Masters en amateur. Après cette victoire, Pornanong se lance en professionnel. Rapidement, elle glane de plus en plus de victoires et de podium. En 2016, elle participe donc aux Jeux Olympiques où elle termine 25e. Après son tournoi olympique, Pornanong ne remporte plus aucune victoire sur le circuit professionnel, se classant aujourd'hui dans le top 220 mondial.

Palmarès :
2x Thailand LPGA Masters, 1x PTT Thailand LPGA Masters, 1x Hong Kong Ladies Masters, 1x Omega Dubai Ladies Masters
1x 6th Singha-SAT Thai LPGA Championship
1x Bangchak Thai LPGA Open, 2x DLF Women's Indian Open, 1x Thailand Ladies Open, 1x Hero Women's Indian Open
4x Hitachi Ladies Classic
5x Tournoi sur le circuit thaïlandais
1x HSBC Brazil Cup"
Caroline Masson,Golf,Allemagne,Europe,2016,Individuel,Participation,Feminin,caroline_masson.jpg,"Première golfeuse allemande à participer

Caroline Masson est une golfeuse professionnelle allemande née en 1989. Son parcours chez les amateurs est très décorée. D’ailleurs, elle a représenté à plusieurs l'Allemagne et l'Europe dans divers tournois. A 20 ans, en 2009, elle devient professionnelle après avoir remporté la LET's final qualifying school. Caroline doit attendre trois avant de glaner son premier tournoi, l'Open féminin d'Afrique du Sud. En 2013, elle obtient sa carte du circuit de la LPGA. En 2016, la golfeuse représente son pays lors du tournoi olympique. Elle finit à la 21e place. Peu de temps après, Caroline gagne son premier tournoi LPGA, le Manulife LPGA Classic. Après cette dernière victoire, la golfeuse est de moins en moins régulière. Cela ne l'empêche pas de participer une deuxième fois aux Jeux en 2021. Cette fois-ci, elle termine 40e. Actuellement, Caroline est dans le top 260 mondiale.

Palmarès :
1x Solheim Cup
1x Manulife LPGA Classic
1x South African Women's Open"
Sandra Gal,Golf,Allemagne,Europe,2016,Individuel,Participation,Feminin,sandra_gal.jpg,"Première golfeuse allemande à participer

Sandra Gal est une golfeuse professionnelle allemande née en 1985. Elle a commencé à jouer au golf à l'âge de cinq ans lors de vacances familiales. Rapidement, elle y prend goût. A 17 ans, elle rejoint l'équipe nationale allemande. L’année suivante, Sandra remporte le titre national. La golfeuse part de 2005 à 2007, à fréquenté l'Université de Floride où elle gagne quatre tournois de la NCAA. Par ses résultats, elle rejoint la Première équipe All-American. En 2008, l’Allemande obtient son billet pour la LPGA. Elle attend trois ans, avant de gagner son seul trophée professionnel lors du Kia Classic. En 2016, Sandra est qualifiée pour les Jeux Olympiques où elle termine à 25e place. Après cette compétition, ses résultats ne cessent de régresser, se classant aujourd’hui (à 39 ans) dans le top 800 mondial.

Palmarès :
1x Kia Classic"
Christine Wolf,Golf,Autriche,Europe,2016,Individuel,Participation,Feminin,Christine_Wolf.jpg,"Première golfeuse autrichienne à participer

Christine Wolf est une golfeuse professionnelle autrichienne née en 1989. Elle s'initie tôt au golf et décide de partir progresser en partant aux États-Unis. Là-bas, elle joue pour l'Université du Tennessee. En 2012, Christine devient professionnelle. La golfeuse remporte rapidement son premier tournoi, le Crete Ladies Open. En 2016, elle se qualifie pour le tournoi olympique. La golfeuse termine à la 43e place. Trois ans plus tard, après une longue disette, elle obtient sa seconde victoire Hero Women's Indian Open. Cette seule victoire ne lui suffit pas pour de nouveaux participer aux Jeux. Sans victoire depuis, Christine fait partie aujourd'hui du top 450 mondial.

Palmarès :
1x Hero Women's Indian Open, 1x Crete Ladies Open"
Chloe Leurquin,Golf,Belgique,Europe,2016,Individuel,Participation,Feminin,Chloe_Leurquin.jpg,"Première golfeuse belge à participer

Chloé Leurquin est une golfeuse professionnelle belge née en 1990. Elle découvre le golf dans sa jeunesse. En 2013, elle se tourne vers le circuit professionnel. Dès sa première saison, Chloé gagne son trophée lors du Mineks Ladies Classic sur la série LET Access. En 2014, la golfeuse décroche son billet pour jouer du Ladies European Tour. La Belge se qualifie pour les Jeux de 2016. A Rio, Chloé finit dans le bas du classement. Elle se classe 56e avec un score de +19. La golfeuse revient sur le circuit européen pour trois saisons. En 2019, elle met un terme à sa carrière sportive.

Palmarès :
1x Mineks Ladies Classic"
Nanna Koerstz Madsen,Golf,Danemark,Europe,2016,Individuel,Participation,Feminin,Nanna_Koerstz_Madsen.jpg,"Première golfeuse danoise à participer

Nanna Koerstz Madsen est une golfeuse professionnelle danoise née en 1994. Durant sa carrière en amateur, elle remporte de nombreuses fois le championnat national féminin. En 2014, elle part aux Etats-Unis pour jouer en NCAA avec l’Université de Caroline du Sud. L’année suivante, Nanna décide de passer professionnelle. Dès sa première saison, elle décroche ses premiers trophées. Alors, en 2016, elle est logiquement qualifiée pour les Jeux. Elle finit à la 13e place du tournoi olympique. Deux ans plus tard, Nanna intègre enfin la LPGA puis l’équipe européenne pour la Solheim Cup un peu plus tard. En 2021, la golfeuse participe de nouveau aux Jeux, terminant cette fois à la 9e. Nanna gagne son dernier trophée en 2022 lors de la Honda LPGA Thailand. Aujourd’hui, à 29 ans, elle fait partie du top 100 mondial.

Palmarès :
1x Honda LPGA Thailand
1x Tipsport Golf Masters
1x Symetra Classic
1x Fuccillo Kia Championship, 1x Danielle Downey Credit Union Classic, 1x A6 Ladies Open
10x Tournoi amateur"
Nicole Broch Larsesn,Golf,Danemark,Europe,2016,Individuel,Participation,Feminin,Nicole_Broch_Larsen.jpg,"Première golfeuse danoise à participer

Nicole Broch Estrup, golfeuse danoise, est professionnelle sur le LPGA Tour et le Ladies European Tour. Elle a commencé à jouer au golf à neuf ans. En 2012, elle atteint la 11e place mondiale en amateur alors elle décide de devenir professionnelle. Trois ans plus tard, elle remporte l'Open Helsingborg en Suède. A ce moment-là, elle fait partie des meilleurs golfeuses du Ladies European Tour. En 2016, Nicole représente le Danemark aux Jeux olympiques de 2016, où elle termine cinquième. En 2017, elle obtient son billet d'entrée pour la LPGA. En 2022, elle a terminé deuxième au KPMG Women's Irish Deux ans plus tard, elle gagne son dernier tournoi, le Australian Women's Classic. Actuellement, Nicole est classée dans le top 150 mondiale.

Palmarès : 
1x Helsingborg Open, 1x HLR Golf Academy Open
1x Symetra Tour Championship
1x Ladies Norwegian Challenge
1x Australian Women's Classic"
Azahara Munoz,Golf,Espagne,Europe,2016,Individuel,Participation,Feminin,AzaharaMunoz.jpg,"Première golfeuse espagnole à participer

Azahara Muñoz est une golfeuse professionnelle espagnole née en 1987. Très tôt, elle commence le golf. En 2002, elle remporte le championnat amateur espagnol puis, les Jeux Méditerranéens de 2009. Cette même année, elle devient professionnelle. Un an plus tard décrocher son ticket pour le circuit LPGA. Dès ses débuts là-bas, Azahara glane des trophées dont plusieurs Solheim Cup (2011, 2013 et 2019). Au vu de ses performances, elle est qualifiée pour les Jeux de 2016, où elle finit 21e. Cinq plus tard, elle participe à nouveau à l'épreuve, où elle termine cette fois à la 50e place. Actuellement, Azahara figure dans le top 100 mondial.

Palmarès :
3x Solheim cup
1x Sybase Match Play Championship
1x Madrid Ladies Masters
2x Andalucia Costa Del Sol Open De España Femenino, 2x Lacoste Ladies Open de France"
Carlota Ciganda,Golf,Espagne,Europe,2016,Individuel,Participation,Feminin,Carlota_Ciganda.jpg,
Noora Tamminen,Golf,Finlande,Europe,2016,Individuel,Participation,Feminin,Noora_Tamminen.jpg,"Première golfeuse finlandaise à participer

Noora Komulainen est une golfeuse professionnelle finlandaise née en 1990. Sur le circuit amateur, elle réalise de beaux résultats notamment une médaille de bronze au Trophée Espirito Santo. En 2013, la golfeuse se lance sur le circuit professionnel en rejoignant le Ladies European Tour. Dès ses premières, Noora réalise plusieurs top 10 dont une quatrième place au  Lalla Meryem Cup. Par ses performances, la Finlandaise se hisse dans le top 250 mondiale en 2016. Cette même année, la golfeuse représente son pays lors des Jeux Olympique. Là-bas, elle finit 48e avec un score de +11. Après cette compétition, Noora repart sur le circuit européen. En 2022, après neuf années professionnelles, elle gagne son premier trophée, avec Tereza Melecká, Jessica Korda et Malcolm Borwick, lors de l’Aramco Team Series. Aujourd’hui, la Finlandaise se classe dans le top 350 mondial.

Palmarès :
1x Médaille de bronze au trophée Espirito Santo
1x Mandatum Life Final, 1x Finnish Stroke Play
1x Paltamo Ladies Open"
Ursula Wikström,Golf,Finlande,Europe,2016,Individuel,Participation,Feminin,Ursula_Wikstrom.jpg,"Première golfeuse finlandaise à participer

Ursula Wikström est une golfeuse professionnelle finlandaise née en 1980. Très tôt, elle se met au golf et part aux États-Unis pour approfondir son apprentissage. Là-bas, elle gagne six tournois universitaires. En 2004, la golfeuse rejoint le monde professionnel en rejoignant le Ladies European Tour. Là-bas, Ursula ne gagne pas, mais reste constante sur ses résultats. Cette régularité lui permet de se qualifier pour les Jeux. En 2016, elle termine à la 44e place lors du tournoi olympique. L'année suivante, elle remporte son premier et unique trophée le EVLI Ladies Finnish Open. Cette fois, sa régularité ne suffit pas à se qualifier pour les Jeux de 2021. Aujourd'hui, Ursula fait partie du top 300 mondial.

Palmarès :
1x EVLI Ladies Finnish Open"
Leona Maguire,Golf,Irlande,Europe,2016,Individuel,Participation,Feminin,Stephanie_Meadow.jpg,
Stephanie Meadow,Golf,Irlande,Europe,2016,Individuel,Participation,Feminin,Leona_Maguire.jpg,"Première golfeuse irlandaise à participer

Leona Maguire est une golfeuse professionnelle irlandaise née en 1994. Elle a commencé le golf à l'âge de 9 ans. Très rapidement, elle se révèle être une véritable prodige, battant nombre de records de précocité (ex : la plus jeune golfeuse à participer à un événement du Circuit européen féminin). En junior, elle glane et décide donc de partir se tester aux Etats-Unis. Avec l’Université de Duke, Leona décroche plusieurs titres et récompenses individuelles chaque année (dont le prix Annika). En 2016, la golfeuse obtient logiquement son ticket pour les Jeux. A Rio, elle ne termine qu’à la 21e place. Après avoir fini son cursus universitaire en 2018, elle décide de rejoindre le circuit professionnel. Dès sa deuxième, elle commence à remporter des tournois. En 2021, elle participe de nouveau au Jeux, cette fois elle finit 23e. Après deux ans de disette, Leona gagne le Meijer LPGA Classic. Aujourd’hui à 29 ans, la golfeuse fait partie du gratin mondial.

Palmarès : 
1x Meijer LPGA Classic, 1x LPGA Drive On Championship
1x Symetra Classic
1x Windsor Golf Classic
De nombreux tournois amateurs et universitaires"
Giula Molinaro,Golf,Italie,Europe,2016,Individuel,Participation,Feminin,Giulia_Molinaro.jpg,"Première golfeuse italienne à participer

Giulia Molinaro est une golfeuse professionnelle italienne née en 1990. Elle passe une bonne partie de son enfance au Kenya avant que sa famille revienne en Italie. C'est là-bas qu’elle découvre le golf à 12 ans. Rapidement, l’Italienne se fraye un chemin sur le circuit national et européen junior, participant notamment la Ryder Cup. Giulia part étudier aux Etats-Unis à l’Arizona State afin de s’améliorer. En 2012, la golfeuse franchit le pas vers le monde professionnel.  L’Italienne fait ses preuves sur des circuits mineurs lui permettant d’obtenir son billet pour la LPGA en 2014. Après un bref retour sur le circuit Symetra, elle a retrouvé le statut de LPGA en 2016 et participe aux Jeux. A Rio, Giulia se classe 53e du tournoi olympique. De retour sur le circuit LPGA, la golfeuse fait de bon résultat malgré aucune victoire. En 2021, l’Italienne est qualifiée logiquement pour les Jeux, terminant cette fois à la 46e place. Giulia annonce sa retraite l’année suivante en 2022.

Palmarès :
1x Friends of Mission Charity Classic
1x Girls Junior Orange Bowl
1x Dale McNamara Invitational
1x Swiss International Amateur"
Giulia Sergas,Golf,Italie,Europe,2016,Individuel,Participation,Feminin,Giulia_Sergas.jpg,"Première golfeuse italienne à participer

Giulia Sergas est une golfeuse professionnelle italienne née en 1979. Elle commence le golf dès ses 9 ans. Après sa victoire au Championnat d’Europe amateur en 1998, elle décide de franchir le pas vers le circuit professionnel. Entre 2000 et 2004, la golfeuse confirme son talent en glanant plusieurs tournois et un trophée individuel (Rookie of the Year). L’Italienne fait alors son  bout de chemin à haut-niveau. En 2013, suite à de très belles performances, Giulia est nommée capitaine de l’équipe européenne. La golfeuse et ses coéquipiers mènent l’Europe à la victoire. En 2016, elle est logiquement qualifiée au tournoi olympique sous les couleurs de l’Italie. A Rio, Giulia finit en bas du tableau avec une 55e place. En 2017, la golfeuse prend sa retraite sportive.

Palmarès :
1x Solheim cup
1x European Ladies Amateur Championship"
Marianne Skarpnord,Golf,Norvége,Europe,2016,Individuel,Participation,Feminin,Marianne_Skarpnord.jpg,"Première golfeuse norvégienne à participer

Marianne Skarpnord est une golfeuse professionnelle norvégienne née en 1986. Dès ses premières compétitions de golf, elle est vue comme un prodige de son sport. Elle remporte notamment le championnat amateur féminin et la Coupe junior Solheim. Alors rapidement, elle rejoint le circuit professionnel. En 2007, à 19 ans, elle obtient sa carte Ladies European Tour après avoir remporté trois tournois sur le Telia Tour. Deux ans plus tard, Marianne obtient sa dernière victoire professionnelle lors de la Carta Sì Ladies Italian Open. Malgré de moins bons résultats, la golfeuse se qualifie pour les Jeux. En 2016, lors du tournoi olympique, elle termine à la 25e place. Marianne arrive tout de même à renouer de temps en temps avec la victoire (cinq trophées en 13 ans). Depuis sa participation, ses résultats sont de moins en moins bons. L’ancienne prodige loupe d’ailleurs les qualifications pour Tokyo.

Palmarès :
5x Tournoi sur le circuit LPGA européen, 1x Oates Victorian Open, 1x Ballarat Icons ALPG Pro Am
1x Australian Ladies Classic
1x Dimension Data Ladies Challenge1x Ladies Norwegian Challenge
3x Tournoi du Telia Tour"
Suzann Pettersen,Golf,Norvége,Europe,2016,Individuel,Participation,Feminin,Suzann_Pettersen.jpg,"Première golfeuse norvégienne à participer

Suzann Pettersen est une ex-golfeuse professionnelle norvégienne, née en 1981 à Oslo. Le sport, elle le découvre avec sa famille. Elle décide de se mettre au golf. De 1996 à 2000, elle remporte cinq fois le championnat national. Alors en 2000, elle devient professionnelle obtenant son ticket pour la LPGA l’année suivante. En 2003, Suzann est une joueuse clé de l'équipe européenne de la Solheim Cup, remportant quatre matches, mais insuffisant. En 2007,  elle est toute proche de remporter son premier Majeur, mais le perd sur le fil au profit de Morgan Pressel. Cette amère deuxième place ne la perturbe pas, décrochant rapidement de nouveaux trophées. En 2016, Suzann participe à son seul tournoi olympique, où elle termine 10e. En 2017, elle est sélectionnée pour participer à la Solheim Cup mais doit renoncer dû à un dos blessé. Après deux ans d’absence (pour maternité), la golfeuse revient sur le green lors de la Solheim Cup pour l'Europe. Suzann annonce sa retraite peu de temps après.

Palmarès :
1x The Evian Championship
1x McDonald's LPGA Championship
13x Tournoi LGPA, 6x Tournoi sur le circuit européen de la LGPA"
Klara Spilkova,Golf,République Tchéque,Europe,2016,Individuel,Participation,Feminin,Klara_Spilkova.jpg,"Première golfeuse tchéque à participer

Klara Spilkova est une golfeuse professionnelle tchèque née en 1994. Elle s’initie au golf avec son frère année dès l’âge de 4 ans. De 2009 à 2010, elle enchaîne les victoires sur différents tournois amateurs. Alors à 16 ans, elle devient professionnelle en rejoignant le Ladies European Tour. Dès ses débuts,  la golfeuse est super régulière lui permettant de décrocher son billet pour Rio. En 2016, Klara finit 48e. L’année suivante, elle gagne son premier tournoi, la Lalla Meryem Cup. Aucune Tchèque n’avait obtenu une victoire sur le circuit LET avant elle. Toujours aussi régulière, la golfeuse se qualifie de nouveau aux Jeux. Cette fois, à Tokyo, elle finit à la 23e place. En 2022, elle remporte sa deuxième victoire en LET au KPMG Women's Irish Open. Aujourd’hui à 29, Klara fait partie du top 200 mondial.

Palmarès : 
1x Lalla Meryem Cup
1x KPMG Women's Irish Open, 2x German Girls Open
2x Czech Women's Amateur, 1x Austrian Women's Amateur
1x European Young Masters"
Catriona Matthew,Golf,Royaume-Uni,Europe,2016,Individuel,Participation,Feminin,Catriona_Matthew.jpg,
Charley Hull,Golf,Royaume-Uni,Europe,2016,Individuel,Participation,Feminin,Charley_Hull.jpg,"Première golfeuse britannique à participer

Charley Hull est une golfeuse professionnelle anglaise née en 1996. A 2 ans, elle a découvert le golf. Dès ses 9 ans, elle se fait connaître pour avoir remporté un tournoi de contre des adultes. En 2013, elle devient professionnelle. L'année suivante, elle décroche son premier titre à la Coupe Lalla Meryem. Cette même année, elle devient la plus jeune joueuse à remporter l'Ordre du mérite du Ladies European Tour. Ses performances lui permettent d'obtenir son billet pour les Jeux. En 2016, lors du tournoi olympique, Charley se classe 7e. Après, les Jeux, elle gagne de nombreux titres, dont la série Rose Ladies 2020 et la série Aramco Team 2023. Actuellement, Charley est dans le top 10 mondial.

Palmarès :
1x CME Group Tour Championship, 1x Ione D Jones/Doherty Championship
1x Volunteers of America Classic
1x Lalla Meryem Cup
1x Fatima Bint Mubarak Ladies Open, 1x Aramco Team Series – New York, 1x  Rose Ladies Series, 1x Welsh Ladies Open Stroke Play Championship
1x English Women's Open Amateur Stroke Play Championship, 1x Harder Hall Invitational"
Maria Verchenova,Golf,Russie,Europe,2016,Individuel,Participation,Feminin,Maria_Verchenova.jpg,"Seule golfeuse russe à participer

Maria Verchenova est une golfeuse professionnelle russe née en 1986. Elle commence à jouer au golf à l'âge de 12 ans, inspirée par son père. Très douée, très tôt, elle rejoint en 2006 le circuit professionnel. Quelques années plus tard, elle devient la première russe à devenir membre à temps plein du Ladies European Tour. Là-bas, Maria réalise plusieurs top 10 sans pour autant atteindre la victoire. Ses résultats suffisent pour se qualifier aux Jeux Olympique. En 2016, elle finit 16e lors de son unique tournoi olympique. Aujourd’hui, elle délaisse de plus en plus la compétition pour se consacrer à sa propre académie de golf en Russie. Elle a pour objectif de développer la pratique chez elle auprès des jeunes.

Palmarès :
2x Russian Amateur, 1x Slovenian Amateur, 1x Latvian Amateur, 1x Austrian Amateur"
Anna Nordqvist,Golf,Suéde,Europe,2016,Individuel,Participation,Feminin,Anna_Nordqvist.jpg,"Première golfeuse suédoise à participer

Anna Nordqvist est une golfeuse professionnelle suédoise née en 1987. Elle a remporté plusieurs titres en amateurs et glane de nombreuses récompenses individuelles. En 2007, à 20 ans, elle part aux Etats-Unis pour rejoindre l'Arizona State University. En une année universitaire remporte les prix Pac-10 et freshman of the year. Un an plus tard, Anna devient professionnelle. Dès son arrivée, la golfeuse enchaîne les bons résultats, remportant par exemple le McDonald's LPGA Championship . En 2016, elle participe à l’épreuve olympique et fait partie des favorites. Elle termine à la 11e place. Après les Jeux, Anna remporte deux nouveaux majeurs, l'Evian Championship (2017) et le British Open (2021). En 2021, elle participe de nouveau au tournoi olympique, où elle finit à la 23e place. Son dernier tournoi remporté date de 2022, il s’agit du Big Green Egg Open. Aujourd’hui, Anna est dans le top 70 mondial.

Palmarès :
1x Solheim cup
1x The Evian Championship
1x AIG Women's Open, 1x McDonald's LPGA Championship, 1x The Mojo
66x Tournoi LPGA, 3x Tournoi du circuit européen de la LPGA
1x Girls Amateur Championship, 1x British Ladies Amateur Championship"
Pernilla Lindberg,Golf,Suéde,Europe,2016,Individuel,Participation,Feminin,Pernilla_Lindberg.jpg,"Première golfeuse suédoise à participer

Pernilla Lundberg est une golfeuse professionnelle suédoise née en 1986 à Bollnäs. Dans sa jeunesse, elle remporte de nombreux tournois locaux et nationaux. En 2008, sous les couleurs de la Suède, elle gagne plusieurs championnats européens. En 2009, elle part étudier au Texas puis rejoint le Duramed Futures Tour. Un an plus tard, elle obtient son billet pour la LPGA, devenant ainsi golfeuse professionnelle. Là-bas, Pernilla réalise suffisamment de bon résultats pour se qualifier aux Jeux Olympiques. En 2016, à Rio, elle termine 31e. Deux plus tard, la golfeuse gagne son seul tournoi professionnel. Ce n'est pas n'importe quelle victoire puisqu'il s'agit du ANA Inspiration. Malheureusement, Pernilla ne se qualifie pas pour les Jeux de 2021. Toujours sans victoire depuis, la golfeuse se classe dans le top 250 mondial.

Palmarès :
1x ANA Inspiration"
Albane Valenzuela,Golf,Suisse,Europe,2016,Individuel,Participation,Feminin,Albane_Valenzuela.jpg,"Première golfeuse suissesse à participer

Albane Valenzuela est une golfeuse professionnelle suisse née en 1997. Elle commence le golf très tôt. A 16 ans, c’est le début d’un grand enchaînement de victoires sur le circuit amateur. Ses performances lui permettent de participer aux Jeux de 2016 où elle termine 21e. L’année suivante, Albane part étudier dans une université américaine. Là-bas, elle gagne la NCAA Albuquerque Régional. En 2019, elle décide de passer professionnelle à la suite de l’obtention de sa carte du circuit de la LPGA. En 2021, la golfeuse représente de nouveau la Suisse aux JO. Cette fois-ci, Albane termine 18e. Pour l’instant, à 27 ans, elle n’a aucune victoire sur le circuit LGPA.

Palmarès :
1x NCAA Albuquerque Regional
7x Tournoi amateur"
Fabienne In-Albon,Golf,Suisse,Europe,2016,Individuel,Participation,Feminin,Fabienne_In-Albon.jpg,
Minjee Lee,Golf,Australie,Océanie,2016,Individuel,Participation,Feminin,Minjee_Lee.jpg,"Première golfeuse australienne à participer

Minjee Lee est une golfeuse professionnelle australienne née en 1996. A 14 ans, elle remporte le WA Amateur Open. Deux ans plus tard, elle devient  la golfeuse amateur la mieux classée au monde. Alors en septembre 2014, Minjee décide de passer professionnel, obtenant rapidement son billet pour la LPGA. Elle gagne son premier événement sur ce circuit l’année suivante. La golfeuse obtient logiquement son billet pour participer au tournoi olympique. Aux Jeux, à 20 ans, elle termine à la 7e place. Après cet événement, Minjee commence à glaner de plus en plus de trophées importants. Alors de nouveau, elle se voit sélectionnée pour les Jeux. Cette fois-ci, la golfeuse finit à une amère 29e place. Elle remonte rapidement cette désillusion en gagnant l'Amundi Evian Championship et l'US Women's Open. En 2022, elle devient la première femme à remporter la médaille Greg Norman. Aujourd’hui, Minjee fait partie du gratin mondial.

Palmarès :
1x US Women's Open, 1x The Evian Championship
10x Tournoi sur le circuit LPGA
2x Oates Vic Open, 2x Omega Dubai Moonlight Classic
14x Tournoi en amateur"
Su-Hyun Oh,Golf,Australie,Océanie,2016,Individuel,Participation,Feminin,Su-Hyun_Oh.jpg,"Première golfeuse australienne à participer

Su-Hyun Oh est une golfeuse professionnelle australienne d'origine Sud-coréenne née en 1996. Jusqu’à ses 8 ans, elle et sa famille habitent à Busan avant de partir pour l’Australie. En 2005, elle découvre le golf. En 2009, à seulement 12 ans, elle se qualifie pour l'Open d'Australie. Quatre ans plus tard, à la suite de nombreuses victoires, elle devient la meilleure golfeuse amatrice au monde. En 2014, Su-Hyun passe professionnelle sur le circuit Symetra Tour. Là-bas, elle réalise quelques bons résultats lui offrant la qualification pour les Jeux. En 2016, elle finit 13e du tournoi olympique. S'ensuit une longue période de disette l’empêchant un nouveau ticket pour les Jeux. Su-Hyun renoue avec la victoire en 2022, en gagnant l'Australian WPGA Championship. Actuellement, elle est classée dans le top 500 mondial.

Palmarès :
1x Volvik RACV Ladies Masters
1x Australian WPGA Championship
10x Tournoi amateur"
Lydia Ko,Golf,Nouvelle-Zéalnde,Océanie,2016,Individuel,Médaille,Feminin,Lydia_Ko.jpg,"Seule golfeuse océanienne en argent - Plus jeune golfeuse médaillée

Lydia Ko est une golfeuse Néo-Zélandaise d'origine née en 1997 à Séoul. Dès son plus âge, elle bat nombre de records de précocité. Par exemple, en 2012, à seulement 14 ans, elle remporte son premier tournoi professionnel. En 2013, elle demande à la LPGA de devenir professionnelle malgré son âge (normalement interdit au moins de 18 ans). La ligue accepte exceptionnellement au vu de son talent. En 2015, Lydia remporte son premier majeur, l'Evian Championship à seulement 18 ans. Au passage, elle devient numéro 1 mondiale, occupant cette place pendant deux ans. En 2016, elle a remporté son deuxième majeur, l'ANA Inspiration, puis enchaîne avec l’argent aux Jeux. Après cette médaille, Lydia déroule sur la scène internationale. En 2021, elle décroche cette fois le bronze lors des JO. Aujourd’hui, à seulement 27 ans, elle a déjà remporté 20 événements de la LPGA.

Palmarès :
1x Vice championne olympique, 1x Médaille de bronze aux Jeux Olympique
1x The Evian Championship
1x ANA Inspiration
18x Tournoi LGPA, 6x Tournoi sur le circuit européen de la LPGA, 5x Tournois sur le ALPG
1x Swinging Skirts World Ladies Masters
1x Grant Thornton Invitational
2x  Australian Women's Amateur, 2x New Zealand Women's Amateur, 1x U.S. Women's Amateur
1x Espirito Santo Trophy"
Magdalena Simmermacher,Golf,Argentine,Amérique du Sud,2021,Individuel,Participation,Feminin,Magdalena_Simmermacher.png,
Daniela Darquea,Golf,Equateur,Amérique du Sud,2021,Individuel,Participation,Feminin,Daniela_Darquea.jpg,
Maria Torres,Golf,Porto Rico,Amérique du Sud,2021,Individuel,Participation,Feminin,Maria_Torres.jpg,
Bianca Pagdanganan,Golf,Philippines,Asie,2021,Individuel,Participation,Feminin,Bianca_Pagdanganan.png,
Yuka Saso,Golf,Philippines,Asie,2021,Individuel,Participation,Feminin,Yuka_Saso.jpg,
Mone Imani,Golf,Japon,Asie,2021,Individuel,Médaille,Feminin,Mone_Inami.jpg,
Anne Van Dam,Golf,Pays-Bas,Europe,2021,Individuel,Participation,Feminin,Anne_Van_Dam.jpeg,
Pia Babnik,Golf,Slovénie,Europe,2021,Individuel,Participation,Feminin,Pia_Babnik.jpg,
Stacy Lewis,Golf,Etats-Unis,Amérique du Nord,2021,Individuel,Participation,Feminin,Stacy_Lewis.jpg,
Jeanne Filleul Brohi,Croquet,France,Europe,1900,Une balle;Deux balles,Participation,Feminin,Jeanne_filleul_Brohi.jpg,
Marie Ohier,Croquet,France,Europe,1900,Une balle;Deux balles,Participation,Feminin,marie_ou_louise.jpeg,
Louise Anne Marie Desprès,Croquet,France,Europe,1900,Une balle;Deux balles,Participation,Feminin,marie_ou_louise.jpeg,
Frances Rivett Carnac,Voile,Royaume-Uni,Europe,1908,7m,Participation,Feminin,voile_1908.jpeg,
Constance Edwina Lewis,Voile,Royaume-Uni,Europe,1908,8m,Médaille,Feminin,Constance_Edwina_Duchess_of_Westminster.jpg,
Dorothy Wright,Voile,Royaume-Uni,Europe,1920,7m,Titre,Feminin,1920_Women_on_a_Sailboat.jpeg,
Antonia Churchill,Voile,Etats-Unis,Amérique du Nord,1936,6m,Participation,Feminin,antonia-churchill.jpg,
Dagmar Selén,Voile,Suéde,Europe,1936,8m,Médaille,Feminin,Dagmar_Salén.jpg,
Phyllis Johnson,Patinage artistique,Royaume-Uni,Europe,1908,Couple,Médaille,Feminin,phyliis-johnson.jpeg,
Margot Moe,Patinage artistique,Norvége,Europe,1920,Féminin,Participation,Feminin,margot-moe.jpg,
Mathilda Scott Howell,Tir à l'arc,Etats-Unis,Amérique du Nord,1904,Individuel,Titre,Feminin,matilda-howell.jpg,
Emma Cooke,Tir à l'arc,Etats-Unis,Amérique du Nord,1904,Individuel,Médaille,Feminin,tir-arc-femme-jo-londres-1908,
Eliza Pollock,Tir à l'arc,Etats-Unis,Amérique du Nord,1904,Individuel,Médaille,Feminin,Jessie_Pollock.jpg,
Laura Woodruff,Tir à l'arc,Etats-Unis,Amérique du Nord,1904,Individuel,Participation,Feminin,tir-arc-femme-jo-londres-1908,
Mabel Taylor,Tir à l'arc,Etats-Unis,Amérique du Nord,1904,Individuel,Participation,Feminin,tir-arc-femme-jo-londres-1908,
Leonie Taylor,Tir à l'arc,Etats-Unis,Amérique du Nord,1904,Individuel,Participation,Feminin,tir-arc-femme-jo-londres-1908,
Quennie Newall,Tir à l'arc,Royaume-Uni,Europe,1908,Individuel,Titre,Feminin,Queenie_Newall.jpg,
Brenda Wadworth,Tir à l'arc,Royaume-Uni,Europe,1908,Individuel,Participation,Feminin,"Brenda-Wadworth,jpg",
Jessie Wadworth,Tir à l'arc,Royaume-Uni,Europe,1908,Individuel,Participation,Feminin,Jessie Wadworth.jpg,
Mary Grant,Tir à l'arc,Canada,Amérique du Nord,1972,Individuel,Participation,Feminin,Mary-Grant.jpg,
Marjory Saunders,Tir à l'arc,Canada,Amérique du Nord,1972,Individuel,Participation,Feminin,Marjory Saunders.jpg,
